Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
40.99811221313019,46.15985710303549,59.69283465422329,2.9651911267909115,63.236807969318754,80.81319685418202,52.80497774065138,88.19370221898699,97.54915630931,1.6643377017845573,5.780678492192026,61.12902995244565
22.821151635162764,67.44846792381871,16.664149390202255,26.788408594984624,26.316399129605227,85.61265620333064,60.76932613705745,23.993249225598944,24.53991980971185,32.654465583206694,82.95120549089053,62.522434362284166
30.511983525789212,38.1091064990764,91.12472475602202,16.232683150572726,55.90933409560231,63.27031577900595,96.69915728674907,73.46596370825289,80.25625680230019,6.797433032437583,7.369029090892232,74.24690876387007
19.018943527304266,59.90924639029769,75.09963764225263,7.328986068177212,98.03627634577488,54.49409326309736,28.39245970724592,98.28560966359959,79.81585873291215,43.992445161993196,79.86023662269228,79.59704092557459
77.76200031146469,51.007913556494564,74.71157307434152,16.40741543107369,52.771510794262966,2.656665525233437,17.199185926885498,37.52776046229126,45.50307777097776,31.476372074727465,59.15105983709837,15.521030334960194
27.05242237156823,58.586266777537254,68.58846766572465,41.657243324551516,91.88883478961561,44.54331697707858,72.37364925243166,66.9608511399437,39.0410066661431,23.93890102935957,71.30800567716892,7.493083041931447
43.432458090367106,86.23384394592645,25.136726880407334,4.856921654949609,12.520668683036817,31.590404231439805,12.634083572527432,85.40436790691892,65.99015251196502,33.085137371375076,45.6468191635676,10.110786359986601
14.553008773247223,19.33549578010775,73.03118952253786,78.96909017967697,61.506559900266645,70.71756788139643,70.4198799763163,2.1344692697581102,91.05897670939646,8.556794539497004,73.0497813730144,43.1477682959442
58.99284293702159,57.467398865173955,97.34039171584256,20.202473037947264,15.271744415120402,31.756257284586397,47.074864894658894,86.56160482016236,48.30548748962021,63.09229335778643,96.86492671901445,95.35202913039586
57.40187260058502,52.631374368863824,85.06955382151624,72.01209854743514,21.279255005728647,13.824089085736269,98.84391975414802,3.10323783080676,92.11591996109671,10.205597350887007,84.69841561648086,48.756324472722156
54.72339499419273,20.36108983778705,67.40358526376346,71.59853409715355,35.23402137568791,75.885728173187,69.98141682702614,40.94644538701695,21.203277657846588,43.65218873336772,54.802187176298666,82.54588215523397
60.791925625629176,71.25531234905483,47.25425192245295,86.81072135961912,80.43545608463073,40.61437850671109,40.6429143753124,0.6011664036414621,46.94478729724888,57.5648042906362,59.20492350261852,99.03409580694449
45.503819935379795,81.0008974081951,12.436850684664435,56.234266005564834,61.30596818682583,0.9999217636559421,31.19085620826545,87.18784673920037,70.19175515732746,43.636957989503635,97.99098767592128,91.96015754420198
65.58643889767234,12.279778028260836,75.15038326666868,10.947369783412086,60.029532337757985,2.64540005313032,94.39555351818012,22.857962659459442,38.281509920128855,32.81025530637406,27.854314324739203,22.871804588410384
78.42838553332741,48.81056074721938,73.66971518918926,0.5929544927920971,12.697491471701472,30.15494943984418,83.14026314990507,48.70767007854678,47.95087759439986,0.7270258761271076,75.2396106349021,3.183698139660285
89.82677605406792,94.8365384585155,61.07392564777528,72.10198331296236,3.9471611692599273,47.99257962646627,72.26191015798247,47.33984060409864,71.00444323168031,49.28921406788459,40.60357311736348,87.49783036245702
95.99981222180541,43.90071976193829,43.30696870240368,53.067728557918905,94.9643864477682,24.43358821967666,42.7619164809349,93.40576555878089,48.10359374002695,34.53365711375716,30.241184971974157,12.339966557879457
48.3843094337186,32.16347631524551,56.94692809143702,56.38835213786234,72.63924722683555,43.217459238794895,25.482468877265074,81.53896478317631,39.87127815884393,70.02712030227775,37.87131443832708,72.96588839100393
18.62658373761894,99.84332398239376,17.791487756588275,45.901440339168296,27.865345970437883,47.24034273774811,50.314133789090306,16.18504225787831,11.48574060802109,65.88965048502656,69.32713691359235,41.54004822615784
49.77334363541882,54.62509048928167,88.34023904926501,99.48983874289678,39.19277368171811,81.85923454710861,72.87871112571274,12.377190553475836,20.9759025669629,45.340860299616104,15.917112857858795,14.496931086721531
78.46189424571367,87.94416848800843,23.042834600785646,22.11146885788694,37.91032501583064,62.90780853220971,84.54674591967357,35.12143009207317,71.52493442557206,80.08962251369657,87.76248823007643,78.54463181188093
6.647572401581536,98.72440301152054,69.46837226650551,26.21237471959067,27.79599505381952,46.81930272498498,46.17290010538917,46.711638120557275,44.568876561903345,32.274343070764886,62.83341702678269,20.437021850348103
30.131717867786424,34.22791868544945,48.182910464500786,80.26894910334462,60.83362536423926,84.30192874585018,83.61782730224114,24.77035340314898,81.64871788109338,59.26597262614774,40.551352936834995,47.670340066524055
99.03322599198735,25.093694448819292,88.46704301430545,64.43213276838422,17.486732245387227,87.1427444973202,71.40523328684026,42.33144056642239,15.650385766421893,46.92854129167423,88.44346113190457,78.75274730952397
4.458228368692774,11.276557692884959,59.26156932030915,42.223448091994044,82.10407496873235,90.41379351995825,33.205654646664854,19.535645801724588,17.885853731364985,28.312390127286434,92.3618879653655,19.033106261946
7.538563181559887,79.42555306974693,8.236777269937779,39.771803349360205,9.780466329596349,53.58582930857414,19.082344671275585,33.38967474476276,67.17593812928536,70.55984418417891,91.14006669640904,38.16887722003596
50.37180676388658,91.18724672147698,27.558323812989794,46.48089735150922,88.49902734733223,53.03849148330193,61.86726711000088,61.500489834979,94.91931785293998,11.974223797135641,61.50836959323005,91.6212231882637
73.30631702699432,79.25031806806017,2.694043656424616,36.72064907087065,22.220215430938673,81.44019022699469,44.163965651825286,33.663666526277105,89.60000658156441,36.686887271900524,89.25341549035734,71.19737746250915
94.26585267471968,20.057519602193018,42.79109140017553,66.25394989409308,3.051739976815304,24.50350527767008,20.68354607437638,63.8985937922819,96.09430788306126,2.1238770405674567,35.24932164041292,51.869842157662916
